fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),Hub distance_fid,Hub distance_objectid,Hub distance_uid,Hub distance_name,Hub distance_subdistrict,Hub distance_district,Hub distance_state,Hub distance_country,Hub distance_censusname,Hub distance_villagename_locallang,Hub distance_lgd_villagename,Hub distance_lgd_villagecode,Hub distance_lgd_subdistrictcode,Hub distance_lgd_districtcode,Hub distance_lgd_statecode,Hub distance_premiumdata.sde.VillageBoundary26.area,Hub distance_level_2011,Hub distance_tru_2011,Hub distance_st_area(shape),Hub distance_st_perimeter(shape),Hub distance_HubName,Hub distance_HubDist,Hub distance_landslide_risk
802,210578,"182862067235892",Kuli Gaon,Moran,Dibrugarh,Assam,India,Kuli Gaon,,Kuli Gaon,291935,2067,286,18,"291935",1.31043632,Village,Rural,1662093.73268408,6070.35358949546,802,210578,"182862067235892",Kuli Gaon,Moran,Dibrugarh,Assam,India,Kuli Gaon,,Kuli Gaon,291935,2067,286,18,1.31043632,Village,Rural,1662093.73268408,6070.35358949546,"18637",320786.051467138,0.108
803,206328,"182862068235471",Kuli No 1,Tingkhong,Dibrugarh,Assam,India,Kuli No.1,,Kuli,292035,2068,286,18,"292035",1.11972755,Village,Rural,1423410.76358777,5388.27822802228,803,206328,"182862068235471",Kuli No 1,Tingkhong,Dibrugarh,Assam,India,Kuli No.1,,Kuli,292035,2068,286,18,1.11972755,Village,Rural,1423410.76358777,5388.27822802228,"18637",347143.80321841,0.477
804,210893,"182862068235472",Kuli No 2,Tingkhong,Dibrugarh,Assam,India,Kuli No.2,,Kuli,292034,2068,286,18,"292034",2.08934373,Village,Rural,2655969.84490583,8228.77622954432,804,210893,"182862068235472",Kuli No 2,Tingkhong,Dibrugarh,Assam,India,Kuli No.2,,Kuli,292034,2068,286,18,2.08934373,Village,Rural,2655969.84490583,8228.77622954432,"18637",347719.970317246,0.485
805,206774,"182862065235062",Lacachani,Chabua,Dibrugarh,Assam,India,Lacachani,,Lacachani,291372,2065,286,18,"291372",1.7334697,Village,Rural,2214038.04778663,7374.62204368835,805,206774,"182862065235062",Lacachani,Chabua,Dibrugarh,Assam,India,Lacachani,,Lacachani,291372,2065,286,18,1.7334697,Village,Rural,2214038.04778663,7374.62204368835,"18637",370715.161211688,0.807
806,206676,"182862067235761",Lachan Gayan Miri Gaon,Moran,Dibrugarh,Assam,India,Lachan Gayan Miri Gaon,,Lachan Gayan Miri Gaon,291749,2067,286,18,"291749",1.72596684,Village,Rural,2195809.58667437,8470.18928332814,806,206676,"182862067235761",Lachan Gayan Miri Gaon,Moran,Dibrugarh,Assam,India,Lachan Gayan Miri Gaon,,Lachan Gayan Miri Gaon,291749,2067,286,18,1.72596684,Village,Rural,2195809.58667437,8470.18928332814,"18637",346006.711019656,0.461
807,205371,"182862067235764",Lachan Gayan Miri N C,Moran,Dibrugarh,Assam,India,Lachan Gayan Miri N.C.,,Lachan Gayan Miri N.C.,291752,2067,286,18,"291752",4.29434057,Village,Rural,5465753.36455208,12229.5576213435,807,205371,"182862067235764",Lachan Gayan Miri N C,Moran,Dibrugarh,Assam,India,Lachan Gayan Miri N.C.,,Lachan Gayan Miri N.C.,291752,2067,286,18,4.29434057,Village,Rural,5465753.36455208,12229.5576213435,"18637",346436.063205698,0.467
808,211469,"182862064234904",Lahoal,Dibrugarh East,Dibrugarh,Assam,India,Lahoal 19/150 Orr (27 No.LC),,Lahoal,291305,2064,286,18,"291305",1.3563841,Village,Rural,1729141.6056914,6398.19487905927,808,211469,"182862064234904",Lahoal,Dibrugarh East,Dibrugarh,Assam,India,Lahoal 19/150 Orr (27 No.LC),,Lahoal,291305,2064,286,18,1.3563841,Village,Rural,1729141.6056914,6398.19487905927,"18637",353710.749632106,0.569
809,206762,"182862064234916",Lahoal Patra,Dibrugarh East,Dibrugarh,Assam,India,Lahoal Patra,,Lahoal Patra,291300,2064,286,18,"291300",1.95755897,Village,Rural,2495997.20658885,7670.985687714,809,206762,"182862064234916",Lahoal Patra,Dibrugarh East,Dibrugarh,Assam,India,Lahoal Patra,,Lahoal Patra,291300,2064,286,18,1.95755897,Village,Rural,2495997.20658885,7670.985687714,"18637",353822.779912367,0.571
810,205505,"182862064234922",Lahoal T E,Dibrugarh East,Dibrugarh,Assam,India,Lahoal T.E. 27/148 Orr,,Lahoal T.E.,291304,2064,286,18,"291304",5.65463611,Village,Rural,7206975.04410163,14586.4711970745,810,205505,"182862064234922",Lahoal T E,Dibrugarh East,Dibrugarh,Assam,India,Lahoal T.E. 27/148 Orr,,Lahoal T.E.,291304,2064,286,18,5.65463611,Village,Rural,7206975.04410163,14586.4711970745,"18637",352544.671888556,0.553
811,206716,"182862065235067",Laimekuri Chapori,Chabua,Dibrugarh,Assam,India,Laimekuri Chapori,,Laimekuri Chapori,291357,2065,286,18,"291357",2.34103554,Village,Rural,2994158.63400585,7659.52140612928,811,206716,"182862065235067",Laimekuri Chapori,Chabua,Dibrugarh,Assam,India,Laimekuri Chapori,,Laimekuri Chapori,291357,2065,286,18,2.34103554,Village,Rural,2994158.63400585,7659.52140612928,"18637",366121.935004417,0.743
812,206749,"182862063234775",Lakai Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lakai Gaon,,Lakai Gaon,291103,2063,286,18,"291103",5.56067653,Village,Rural,7083757.49022467,14570.3679773528,812,206749,"182862063234775",Lakai Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lakai Gaon,,Lakai Gaon,291103,2063,286,18,5.56067653,Village,Rural,7083757.49022467,14570.3679773528,"18637",345132.116472493,0.449
813,206722,"182862067235898",Laokhowa,Moran,Dibrugarh,Assam,India,Laokhowa,,Laokhowa,291946,2067,286,18,"291946",1.48645577,Village,Rural,1884354.70215894,6945.10412562629,813,206722,"182862067235898",Laokhowa,Moran,Dibrugarh,Assam,India,Laokhowa,,Laokhowa,291946,2067,286,18,1.48645577,Village,Rural,1884354.70215894,6945.10412562629,"18637",313448.40597415,0.005
814,211462,"182862063235324",Laruajan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Laruajan Gaon,,Laruajan Gaon,291068,2063,286,18,"291068",1.26043788,Village,Rural,1604157.13478641,6186.99844914333,814,211462,"182862063235324",Laruajan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Laruajan Gaon,,Laruajan Gaon,291068,2063,286,18,1.26043788,Village,Rural,1604157.13478641,6186.99844914333,"18637",330104.894296846,0.238
815,206635,"182862068235450",Latomoni,Tingkhong,Dibrugarh,Assam,India,Latomoni,,Latomoni,292065,2068,286,18,"292065",1.81420268,Village,Rural,2304102.67342131,6779.6014419006,815,206635,"182862068235450",Latomoni,Tingkhong,Dibrugarh,Assam,India,Latomoni,,Latomoni,292065,2068,286,18,1.81420268,Village,Rural,2304102.67342131,6779.6014419006,"18637",353450.732494204,0.565
816,206538,"182862063234719",Lazai Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lazai Gaon,,Lazai Gaon,291176,2063,286,18,"291176",2.21208579,Village,Rural,2812736.92868421,7278.61890572362,816,206538,"182862063234719",Lazai Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lazai Gaon,,Lazai Gaon,291176,2063,286,18,2.21208579,Village,Rural,2812736.92868421,7278.61890572362,"18637",328553.171854153,0.217
817,210567,"182862063234735",Lazai Gaon Pather,Dibrugarh West,Dibrugarh,Assam,India,Lazai Gaon Pather,,Lazai Gaon Pather,291177,2063,286,18,"291177",2.17612934,Village,Rural,2766726.11635763,8267.44038882481,817,210567,"182862063234735",Lazai Gaon Pather,Dibrugarh West,Dibrugarh,Assam,India,Lazai Gaon Pather,,Lazai Gaon Pather,291177,2063,286,18,2.17612934,Village,Rural,2766726.11635763,8267.44038882481,"18637",326889.649128996,0.193
818,206570,"182862063234720",Lazai Miri Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lazai Miri Gaon,,Lazai Miri Gaon,291204,2063,286,18,"291204",0.80701447,Village,Rural,1025763.97837434,4826.75910230078,818,206570,"182862063234720",Lazai Miri Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lazai Miri Gaon,,Lazai Miri Gaon,291204,2063,286,18,0.80701447,Village,Rural,1025763.97837434,4826.75910230078,"18637",325407.629842769,0.173
819,206463,"182862066235218",L C R Grant,Tengakhat,Dibrugarh,Assam,India,L.C.R. Grant No.11,,L.C.R. Grant,291480,2066,286,18,"291480",3.16086204,Village,Rural,4027935.44774533,9655.91230375503,819,206463,"182862066235218",L C R Grant,Tengakhat,Dibrugarh,Assam,India,L.C.R. Grant No.11,,L.C.R. Grant,291480,2066,286,18,3.16086204,Village,Rural,4027935.44774533,9655.91230375503,"18637",360997.399435424,0.671
820,206659,"182862069235537",Lebangkula Gaon,Naharkatiya,Dibrugarh,Assam,India,Lebangkula Gaon,,Lebangkula Gaon,292393,2069,286,18,"292393",2.37638401,Village,Rural,3018143.71837764,8960.95792689904,820,206659,"182862069235537",Lebangkula Gaon,Naharkatiya,Dibrugarh,Assam,India,Lebangkula Gaon,,Lebangkula Gaon,292393,2069,286,18,2.37638401,Village,Rural,3018143.71837764,8960.95792689904,"18637",372467.472204769,0.832
821,212131,"182862066235207",Lejoni Gaon,Tengakhat,Dibrugarh,Assam,India,Lejoni Gaon,,Lejoni Gaon,291610,2066,286,18,"291610",0.37414324,Village,Rural,476176.192458081,3193.94837587674,821,212131,"182862066235207",Lejoni Gaon,Tengakhat,Dibrugarh,Assam,India,Lejoni Gaon,,Lejoni Gaon,291610,2066,286,18,0.37414324,Village,Rural,476176.192458081,3193.94837587674,"18637",358395.290130527,0.635
822,205337,"182862063234820",Lengapather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lengapather Gaon,,Lengapather Gaon,291079,2063,286,18,"291079",1.14934099,Village,Rural,1464109.02965379,5257.31286054639,822,205337,"182862063234820",Lengapather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lengapather Gaon,,Lengapather Gaon,291079,2063,286,18,1.14934099,Village,Rural,1464109.02965379,5257.31286054639,"18637",335631.745597064,0.316
823,206456,"182862067235746",Lengeri Gaon,Moran,Dibrugarh,Assam,India,1 No. Lengeri Gaon,,Lengeri Gaon,291823,2067,286,18,"291823",1.08841564,Village,Rural,1383341.05776256,6139.82416603806,823,206456,"182862067235746",Lengeri Gaon,Moran,Dibrugarh,Assam,India,1 No. Lengeri Gaon,,Lengeri Gaon,291823,2067,286,18,1.08841564,Village,Rural,1383341.05776256,6139.82416603806,"18637",343497.928625933,0.426
824,205116,"182862069235635",Lengerijan Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Lengerijan Chah Bagicha,,Lengerijan Chah Bagicha,292353,2069,286,18,"292353",4.16309354,Village,Rural,5290780.48833272,10174.0383122016,824,205116,"182862069235635",Lengerijan Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Lengerijan Chah Bagicha,,Lengerijan Chah Bagicha,292353,2069,286,18,4.16309354,Village,Rural,5290780.48833272,10174.0383122016,"18637",366927.949504042,0.754
825,206438,"182862067235744",Lengeri No 2,Moran,Dibrugarh,Assam,India,Lengeri No.2,,Lengeri,291824,2067,286,18,"291824",1.30549343,Village,Rural,1659413.02209786,6515.12406447341,825,206438,"182862067235744",Lengeri No 2,Moran,Dibrugarh,Assam,India,Lengeri No.2,,Lengeri,291824,2067,286,18,1.30549343,Village,Rural,1659413.02209786,6515.12406447341,"18637",343519.625522215,0.426
826,205232,"182862067235745",Lengeri No 3,Moran,Dibrugarh,Assam,India,Lengeri No.3,,Lengeri,291825,2067,286,18,"291825",1.19721809,Village,Rural,1521473.58994397,5943.81783522852,826,205232,"182862067235745",Lengeri No 3,Moran,Dibrugarh,Assam,India,Lengeri No.3,,Lengeri,291825,2067,286,18,1.19721809,Village,Rural,1521473.58994397,5943.81783522852,"18637",342850.809799676,0.417
827,206782,"182862067235742",Lengeri No 4,Moran,Dibrugarh,Assam,India,Lengeri No.4,,Lengeri,291826,2067,286,18,"291826",0.51180058,Village,Rural,650341.996966087,3784.73679750778,827,206782,"182862067235742",Lengeri No 4,Moran,Dibrugarh,Assam,India,Lengeri No.4,,Lengeri,291826,2067,286,18,0.51180058,Village,Rural,650341.996966087,3784.73679750778,"18637",342120.574001679,0.407
828,206699,"182862066235228",Lengraigaon,Tengakhat,Dibrugarh,Assam,India,Lengraigaon,,Lengraigaon,291488,2066,286,18,"291488",1.36520469,Village,Rural,1739016.11246956,5621.73919983391,828,206699,"182862066235228",Lengraigaon,Tengakhat,Dibrugarh,Assam,India,Lengraigaon,,Lengraigaon,291488,2066,286,18,1.36520469,Village,Rural,1739016.11246956,5621.73919983391,"18637",365117.550634996,0.729
829,206558,"182862065234956",Lengrai T E,Chabua,Dibrugarh,Assam,India,Lengrai T.E. 13 No. F.S.,,Lengrai T.E.,291471,2065,286,18,"291471",3.13043715,Village,Rural,3988166.8450447,8803.6929709777,829,206558,"182862065234956",Lengrai T E,Chabua,Dibrugarh,Assam,India,Lengrai T.E. 13 No. F.S.,,Lengrai T.E.,291471,2065,286,18,3.13043715,Village,Rural,3988166.8450447,8803.6929709777,"18637",363743.01082609,0.709
830,210154,"182862063234762",Lepetkatta,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta 60 No-Fs 71 No.Nlr,,Lepetkatta,291133,2063,286,18,"291133",1.5901461,Village,Rural,2024076.74954664,6236.10836620398,830,210154,"182862063234762",Lepetkatta,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta 60 No-Fs 71 No.Nlr,,Lepetkatta,291133,2063,286,18,1.5901461,Village,Rural,2024076.74954664,6236.10836620398,"18637",335190.097820023,0.31
831,205117,"182862063234765",Lepetkatta Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bagisha,,Lepetkatta Bagisha,291136,2063,286,18,"291136",1.07054504,Village,Rural,1362850.13021614,5294.60797962783,831,205117,"182862063234765",Lepetkatta Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bagisha,,Lepetkatta Bagisha,291136,2063,286,18,1.07054504,Village,Rural,1362850.13021614,5294.60797962783,"18637",336814.405753556,0.332
832,205234,"182862063234766",Lepetkatta Bangali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bangali Gaon,,Lepetkatta Bangali Gaon,291164,2063,286,18,"291164",2.10272114,Village,Rural,2676394.38868062,6517.86801531889,832,205234,"182862063234766",Lepetkatta Bangali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bangali Gaon,,Lepetkatta Bangali Gaon,291164,2063,286,18,2.10272114,Village,Rural,2676394.38868062,6517.86801531889,"18637",337217.6835297,0.338
833,206548,"182862063234764",Lepetkatta Bangla Block,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bangla Block,,Lepetkatta Bangla Block,291135,2063,286,18,"291135",0.61688272,Village,Rural,785401.027303394,3611.34926953656,833,206548,"182862063234764",Lepetkatta Bangla Block,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bangla Block,,Lepetkatta Bangla Block,291135,2063,286,18,0.61688272,Village,Rural,785401.027303394,3611.34926953656,"18637",337354.263110848,0.34
834,205233,"182862063234763",Lepetkatta Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Gaon,,Lepetkatta Gaon,291134,2063,286,18,"291134",2.64599902,Village,Rural,3367827.37765829,8554.12607418312,834,205233,"182862063234763",Lepetkatta Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Gaon,,Lepetkatta Gaon,291134,2063,286,18,2.64599902,Village,Rural,3367827.37765829,8554.12607418312,"18637",335889.844529368,0.319
835,205201,"182862063234780",Lepetkatta Kachari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Kachari Gaon,,Lepetkatta Kachari Gaon,291141,2063,286,18,"291141",3.26438198,Village,Rural,4156707.92185323,8888.41873670376,835,205201,"182862063234780",Lepetkatta Kachari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Kachari Gaon,,Lepetkatta Kachari Gaon,291141,2063,286,18,3.26438198,Village,Rural,4156707.92185323,8888.41873670376,"18637",339461.767308018,0.369
836,205146,"182862068235431",Lerela Pather,Tingkhong,Dibrugarh,Assam,India,Lerela Pather No.1,,Lerela Pather,292127,2068,286,18,"292127",1.57118077,Village,Rural,1994307.89834144,6321.63005539001,836,205146,"182862068235431",Lerela Pather,Tingkhong,Dibrugarh,Assam,India,Lerela Pather No.1,,Lerela Pather,292127,2068,286,18,1.57118077,Village,Rural,1994307.89834144,6321.63005539001,"18637",343036.185767533,0.419
837,211854,"182862063234734",Lezai Miri Pather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lezai Miri Pather Gaon,,Lezai Miri Pather Gaon,291182,2063,286,18,"291182",0.99971072,Village,Rural,1270838.94511226,5470.603605681,837,211854,"182862063234734",Lezai Miri Pather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lezai Miri Pather Gaon,,Lezai Miri Pather Gaon,291182,2063,286,18,0.99971072,Village,Rural,1270838.94511226,5470.603605681,"18637",326611.486648796,0.19
838,206707,"182862065234962",Lohali Gaon,Chabua,Dibrugarh,Assam,India,Lohali Gaon,,Lohali Gaon,291475,2065,286,18,"291475",2.13965196,Village,Rural,2726397.74865937,7706.24357760123,838,206707,"182862065234962",Lohali Gaon,Chabua,Dibrugarh,Assam,India,Lohali Gaon,,Lohali Gaon,291475,2065,286,18,2.13965196,Village,Rural,2726397.74865937,7706.24357760123,"18637",369547.729485478,0.791
839,206316,"182862068235399",Lonbai,Tingkhong,Dibrugarh,Assam,India,Lonbai,,Lonbai,292209,2068,286,18,"292209",1.43743485,Village,Rural,1823501.07142711,7894.47572134503,839,206316,"182862068235399",Lonbai,Tingkhong,Dibrugarh,Assam,India,Lonbai,,Lonbai,292209,2068,286,18,1.43743485,Village,Rural,1823501.07142711,7894.47572134503,"18637",349106.203020507,0.504
840,206309,"182862068235409",Lonbai Pather,Tingkhong,Dibrugarh,Assam,India,Lonbai Pather,,Lonbai Pather,292195,2068,286,18,"292195",1.61371567,Village,Rural,2046669.96111905,6340.02434065847,840,206309,"182862068235409",Lonbai Pather,Tingkhong,Dibrugarh,Assam,India,Lonbai Pather,,Lonbai Pather,292195,2068,286,18,1.61371567,Village,Rural,2046669.96111905,6340.02434065847,"18637",342153.425516785,0.407
841,205388,"182862068235412",Lonboi,Tingkhong,Dibrugarh,Assam,India,Lonboi No.341 Nlr,,Lonboi,292174,2068,286,18,"292174",3.10690282,Village,Rural,3942197.316176,10597.3316149232,841,205388,"182862068235412",Lonboi,Tingkhong,Dibrugarh,Assam,India,Lonboi No.341 Nlr,,Lonboi,292174,2068,286,18,3.10690282,Village,Rural,3942197.316176,10597.3316149232,"18637",343778.356219804,0.43
842,206470,"182862068235525",Longabai Nahula,Tingkhong,Dibrugarh,Assam,India,Longabai Nahula,,Longabai Nahula,292163,2068,286,18,"292163",2.0042927,Village,Rural,2543034.33273931,6529.16207945772,842,206470,"182862068235525",Longabai Nahula,Tingkhong,Dibrugarh,Assam,India,Longabai Nahula,,Longabai Nahula,292163,2068,286,18,2.0042927,Village,Rural,2543034.33273931,6529.16207945772,"18637",349695.171935221,0.513
843,209893,"182862068235360",Longbai T E,Tingkhong,Dibrugarh,Assam,India,Longbai T.E. No.24,,Longbai T.E.,292133,2068,286,18,"292133",1.13493283,Village,Rural,1439945.14352559,6707.415738522,843,209893,"182862068235360",Longbai T E,Tingkhong,Dibrugarh,Assam,India,Longbai T.E. No.24,,Longbai T.E.,292133,2068,286,18,1.13493283,Village,Rural,1439945.14352559,6707.415738522,"18637",342907.222176395,0.418
844,205311,"182862069235590",Longjang,Naharkatiya,Dibrugarh,Assam,India,Longjang,,Longjang,292349,2069,286,18,"292349",0.98179274,Village,Rural,1247583.75981955,4858.76332837779,844,205311,"182862069235590",Longjang,Naharkatiya,Dibrugarh,Assam,India,Longjang,,Longjang,292349,2069,286,18,0.98179274,Village,Rural,1247583.75981955,4858.76332837779,"18637",369627.635601685,0.792
845,206785,"182862064234949",Longsoo,Dibrugarh East,Dibrugarh,Assam,India,Longsoo,,Longsoo,291261,2064,286,18,"291261",6.36185799,Village,Rural,8122575.40988086,12766.3532571428,845,206785,"182862064234949",Longsoo,Dibrugarh East,Dibrugarh,Assam,India,Longsoo,,Longsoo,291261,2064,286,18,6.36185799,Village,Rural,8122575.40988086,12766.3532571428,"18637",361756.341945226,0.682
846,205468,"182862065235052",Lukhurakhania,Chabua,Dibrugarh,Assam,India,Lukhurakhania,,Lukhurakhania,291377,2065,286,18,"291377",1.7462265,Village,Rural,2228957.10219418,6093.81003147201,846,205468,"182862065235052",Lukhurakhania,Chabua,Dibrugarh,Assam,India,Lukhurakhania,,Lukhurakhania,291377,2065,286,18,1.7462265,Village,Rural,2228957.10219418,6093.81003147201,"18637",364450.949961295,0.719
847,210657,"182862067235937",Lukumai,Moran,Dibrugarh,Assam,India,Lukumai No.2,,Lukumai,291877,2067,286,18,"291877",0.3833502,Village,Rural,486691.547825476,3080.64522371554,847,210657,"182862067235937",Lukumai,Moran,Dibrugarh,Assam,India,Lukumai No.2,,Lukumai,291877,2067,286,18,0.3833502,Village,Rural,486691.547825476,3080.64522371554,"18637",327350.901965963,0.2
848,211855,"182862067235944",Lukumai Bil,Moran,Dibrugarh,Assam,India,Lukumai Bil,,Lukumai Bil,291913,2067,286,18,"291913",0.76082959,Village,Rural,965703.253351278,4490.4660423393,848,211855,"182862067235944",Lukumai Bil,Moran,Dibrugarh,Assam,India,Lukumai Bil,,Lukumai Bil,291913,2067,286,18,0.76082959,Village,Rural,965703.253351278,4490.4660423393,"18637",324916.95641153,0.166
849,211113,"182862067235943",Lukumai Lukumoni,Moran,Dibrugarh,Assam,India,Lukumai No.1 (Lukumoni No.1),,Lukumai (Lukumoni),291875,2067,286,18,"291875",0.1726701,Village,Rural,219212.192659777,2608.00540895564,849,211113,"182862067235943",Lukumai Lukumoni,Moran,Dibrugarh,Assam,India,Lukumai No.1 (Lukumoni No.1),,Lukumai (Lukumoni),291875,2067,286,18,0.1726701,Village,Rural,219212.192659777,2608.00540895564,"18637",327534.294631973,0.202
850,206308,"182862068235363",Lurarmukh Bokalial Bakatial,Tingkhong,Dibrugarh,Assam,India,Lurarmukh Bokalial (Bakatial),,Lurarmukh Bokalial (Bakatial),292175,2068,286,18,"292175",1.17212033,Village,Rural,1486668.66787764,4954.38780448081,850,206308,"182862068235363",Lurarmukh Bokalial Bakatial,Tingkhong,Dibrugarh,Assam,India,Lurarmukh Bokalial (Bakatial),,Lurarmukh Bokalial (Bakatial),292175,2068,286,18,1.17212033,Village,Rural,1486668.66787764,4954.38780448081,"18637",341398.439161337,0.397
851,212338,"182862067235940",Madhakali No 1,Moran,Dibrugarh,Assam,India,Madhakali No.1,,Madhakali,291844,2067,286,18,"291844",0.83172617,Village,Rural,1056392.49022076,5482.55805632718,851,212338,"182862067235940",Madhakali No 1,Moran,Dibrugarh,Assam,India,Madhakali No.1,,Madhakali,291844,2067,286,18,0.83172617,Village,Rural,1056392.49022076,5482.55805632718,"18637",329835.38119682,0.235
852,205387,"182862067235938",Madhakali No 3,Moran,Dibrugarh,Assam,India,Madhakali No.3,,Madhakali,291845,2067,286,18,"291845",0.96623311,Village,Rural,1226841.86210094,5987.30117582744,852,205387,"182862067235938",Madhakali No 3,Moran,Dibrugarh,Assam,India,Madhakali No.3,,Madhakali,291845,2067,286,18,0.96623311,Village,Rural,1226841.86210094,5987.30117582744,"18637",328069.181567055,0.21
