fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),slope_mean
381,211567,"182862067235899",Dihajan Gaon,Moran,Dibrugarh,Assam,India,Dihajan Gaon,,Dihajan Gaon,291927,2067,286,18,"291927",0.93018568,Village,Rural,1179045.14361472,5483.64855731051,1
382,205134,"182862066235105",Dihing Erasuti,Naharkatiya,Dibrugarh,Assam,India,Dihing Erasuti,,Dihing Erasuti,291667,2069,286,18,"291667",1.27349039,Village,Rural,1620658.90544496,6315.40491826219,
383,211120,"182862066235103",Dihing Erasuti N C,Naharkatiya,Dibrugarh,Assam,India,Dihing Erasuti N.C.,,Dihing Erasuti N.C.,291666,2069,286,18,"291666",0.39460874,Village,Rural,502122.839978253,4230.44772973188,
384,205318,"182862066235084",Dihing Holla,Tengakhat,Dibrugarh,Assam,India,Dihing Holla No.1,,Dihing Holla,291636,2066,286,18,"291636",5.70764455,Village,Rural,7260045.28544429,11190.9527894104,
385,211472,"182862066235087",Dihing Holla Gaon,Tengakhat,Dibrugarh,Assam,India,Dihing Holla Gaon No.2,,Dihing Holla Gaon,291638,2066,286,18,"291638",1.06064145,Village,Rural,1349166.77932035,5179.04209647638,
386,206524,"182862067235991",Dihingia Gaon No 2,Moran,Dibrugarh,Assam,India,Dihingia Gaon No.2,,Dihingia Gaon,291782,2067,286,18,"291782",1.07638299,Village,Rural,1367265.42465345,6698.8859058588,1
387,205386,"182862067235989",Dihingia Gaon No 3,Moran,Dibrugarh,Assam,India,Dihingia Gaon No.3,,Dihingia Gaon,291781,2067,286,18,"291781",0.85015539,Village,Rural,1079664.09515279,5784.90684031821,1
388,211665,"182862067236324",Dihingia Nadikinar N C,Moran,Dibrugarh,Assam,India,Dihingia Nadikinar N.C. No.2,,Dihingia Nadikinar N.C.,291707,2067,286,18,"291707",1.86333722,Village,Rural,2366681.00970824,7275.07016909062,1
389,210526,"182862063234712",Dihing Kaibatra Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dihing Kaibatra Gaon,,Dihing Kaibatra Gaon,291214,2063,286,18,"291214",1.67277315,Village,Rural,2126112.75678011,5518.34622961706,1
390,205443,"182862063234690",Dihing Khamtighat Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dihing Khamtighat Gaon,,Dihing Khamtighat Gaon,291231,2063,286,18,"291231",0.54855208,Village,Rural,698013.268818867,3454.37266596638,1
391,205319,"182862069235640",Dihing Kinar Badhari,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Badhari,,Dihing Kinar Badhari,292318,2069,286,18,"292318",2.33446233,Village,Rural,2968629.27762796,9672.53746610943,
392,206672,"182862069235637",Dihing Kinar Bangali,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Bangali,,Dihing Kinar Bangali,292321,2069,286,18,"292321",0.53432109,Village,Rural,679150.249676173,3438.6402291273,
393,205274,"182862066235097",Dihing Kinar Bangali,Tengakhat,Dibrugarh,Assam,India,Dihing Kinar Bangali No.2,,Dihing Kinar Bangali,291657,2066,286,18,"291657",1.15993767,Village,Rural,1475916.68151451,5150.79871468684,
394,205527,"182862069235579",Dihing Kinar Bangali Block,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Bangali Block,,Dihing Kinar Bangali Block,292322,2069,286,18,"292322",4.17172818,Village,Rural,5303533.15628889,10813.9562842876,
395,212325,"182862066235096",Dihing Kinar Bangali No 1,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Bangali No.1,,Dihing Kinar Bangali,291656,2069,286,18,"291656",0.16480264,Village,Rural,209496.322853571,1936.77204083576,
396,205528,"182862069235583",Dihing Kinar Naga,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Naga,,Dihing Kinar Naga,292343,2069,286,18,"292343",3.14270687,Village,Rural,3994567.68467335,7772.22948499863,
397,205167,"182862069235704",Dihing Kinar Nepali,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Nepali,,Dihing Kinar Nepali,292241,2069,286,18,"292241",2.27311095,Village,Rural,2891234.12389841,8340.19796694791,
398,210516,"182862069235581",Dihing Kinar Tiyoki,Naharkatiya,Dibrugarh,Assam,India,Dihing Kinar Tiyoki,,Dihing Kinar Tiyoki,292325,2069,286,18,"292325",0.96935046,Village,Rural,1232417.0258685,5072.13682115257,
399,205438,"182862063234823",Dihingmukh Reserve Forest,Dibrugarh West,Dibrugarh,Assam,India,,,,0,2063,286,18,,44.15556886,Reserve Forest,Rural,56145438.2351103,62297.6776108032,0.893725219965649
400,205334,"182862063234695",Dihing Thakerani Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dihing Thakerani Gaon,,Dihing Thakerani Gaon,291226,2063,286,18,"291226",1.98516136,Village,Rural,2526244.19948226,8980.35759736806,1
401,205508,"182862065235035",Dikam T E,Chabua,Dibrugarh,Assam,India,Dikam T.E.,,Dikam T.E.,291441,2065,286,18,"291441",7.22260763,Village,Rural,9208620.7147564,13236.0155514317,
402,210576,"182862067235900",Dikhari,Moran,Dibrugarh,Assam,India,Dikhari 119 No Fs 144/107 Nlr,,Dikhari,291926,2067,286,18,"291926",3.1490103,Village,Rural,3992495.39868856,10713.3553616517,1
403,206330,"182862067235881",Dikhari Chah Comp,Moran,Dibrugarh,Assam,India,Dikhari Chah Comp. 230/238 Nlr,,Dikhari Chah Comp.,291950,2067,286,18,"291950",1.20490675,Village,Rural,1527224.00744389,6000.11385288587,1
404,205126,"182862067235879",Dikhari Grant,Moran,Dibrugarh,Assam,India,Dikhari 283 Nlr Grant,,Dikhari Grant,291949,2067,286,18,"291949",1.65705014,Village,Rural,2100039.9208598,6243.45392346184,1
405,210568,"182862067235976",Dikhari Kinar,Moran,Dibrugarh,Assam,India,Dikhari Kinar No.4,,Dikhari Kinar,291794,2067,286,18,"291794",1.42854291,Village,Rural,1813987.89290865,6682.94375869595,1
406,206513,"182862067235984",Dikhari Kinar Saragfala,Moran,Dibrugarh,Assam,India,Dikhari Kinar Saragfala,,Dikhari Kinar Saragfala,291791,2067,286,18,"291791",0.54474568,Village,Rural,691611.931888863,3278.20368251072,1
407,205147,"182862067235854",Dikhari Moran No 1,Moran,Dibrugarh,Assam,India,Dikhari Moran No.1,,Dikhari Moran,291902,2067,286,18,"291902",1.62898203,Village,Rural,2067341.6991923,8293.28206449386,1
408,205143,"182862067235855",Dikhari Moran No 2,Moran,Dibrugarh,Assam,India,Dikhari Moran No.2,,Dikhari Moran,291988,2067,286,18,"291988",0.70418552,Village,Rural,893599.734345134,4645.69504844428,1
409,205200,"182862067235865",Dikhari Nepali,Moran,Dibrugarh,Assam,India,Dikhari Nepali,,Dikhari Nepali,291904,2067,286,18,"291904",0.93106064,Village,Rural,1181591.0201051,7258.37663560047,1
410,206700,"182862065235069",Dikom Naharani,Chabua,Dibrugarh,Assam,India,Dikom Naharani,,Dikom Naharani,291462,2065,286,18,"291462",0.853311,Village,Rural,1087136.5264445,5202.33788206464,
411,205154,"182862064234883",Dikom Sessa,Dibrugarh East,Dibrugarh,Assam,India,Dikom Sessa 15/154 Orr,,Dikom Sessa,291321,2064,286,18,"291321",3.67320114,Village,Rural,4680611.18947596,10747.9765526499,
412,205492,"182862064234882",Dikom Sessa Gaon,Dibrugarh East,Dibrugarh,Assam,India,Dikom Sessa Gaon,,Dikom Sessa Gaon,291322,2064,286,18,"291322",7.43712545,Village,Rural,9478637.69125552,13070.999244912,
413,205145,"182862068235340",Diksom Kiner,Tingkhong,Dibrugarh,Assam,India,Diksom Kiner,,Diksom Kiner,292110,2068,286,18,"292110",3.49944187,Village,Rural,4441037.21981267,14391.868744802,
414,211481,"182862069235544",Dillchah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Dillchah Bagicha (313 Nlr),,Dillchah Bagicha,292419,2069,286,18,"292419",0.49835044,Village,Rural,632035.643032269,3580.03584846544,
415,205397,"182862069235548",Dillghat Gaon No 1,Naharkatiya,Dibrugarh,Assam,India,Dillghat Gaon No.1,,Dillghat Gaon,292415,2069,286,18,"292415",5.07241378,Village,Rural,6437903.15170046,10122.0359234125,
416,209875,"182862069235546",Dillghat Gaon No 2,Naharkatiya,Dibrugarh,Assam,India,Dillghat Gaon No.2,,Dillghat Gaon,292417,2069,286,18,"292417",2.1168922,Village,Rural,2685440.43235437,9362.57819711073,
417,209877,"182862068235379",Dillibari,Tingkhong,Dibrugarh,Assam,India,Dillibari,,Dillibari,292221,2068,286,18,"292221",0.73121897,Village,Rural,927255.696267318,5909.04179149927,
418,206433,"182862068235392",Dillibari,Tingkhong,Dibrugarh,Assam,India,Dillibari 15/2/ N.L.R.,,Dillibari,292210,2068,286,18,"292210",1.67205125,Village,Rural,2120957.05361663,6310.61564122199,
419,209878,"182862068235391",Dillibari 342 Nlr,Tingkhong,Dibrugarh,Assam,India,Dillibari 342 Nlr,,Dillibari,292222,2068,286,18,"292222",3.03353664,Village,Rural,3846994.35347452,11034.8562767264,
420,205483,"182862065234987",Dinjan T E,Chabua,Dibrugarh,Assam,India,Dinjan T.E.,,Dinjan T.E.,291397,2065,286,18,"291397",3.34472605,Village,Rural,4272141.96307984,9333.97714900071,
421,205249,"182862065235011",Dinjoy Chapori,Chabua,Dibrugarh,Assam,India,Dinjoy Chapori,,Dinjoy Chapori,291420,2065,286,18,"291420",1.58216251,Village,Rural,2019037.58732247,6280.01028649953,
422,205236,"182862065235021",Dinjoy Satra,Chabua,Dibrugarh,Assam,India,Dinjoy Satra,,Dinjoy Satra,291419,2065,286,18,"291419",1.49507321,Village,Rural,1907955.13709383,6178.33478218999,
423,205077,"182862069235556",Direal,Naharkatiya,Dibrugarh,Assam,India,Direal,,Direal,292400,2069,286,18,"292400",1.42445258,Village,Rural,1808597.14668015,6244.51331337014,
424,206406,"182862066235268",Dirial Gaon,Tengakhat,Dibrugarh,Assam,India,Dirial Gaon,,Dirial Gaon,291585,2066,286,18,"291585",0.38644243,Village,Rural,491826.159389328,3041.94660092662,
425,210572,"182862067235714",Diroighat,Moran,Dibrugarh,Assam,India,Diroighat,,Diroighat,291955,2067,286,18,"291955",1.97049134,Village,Rural,2496424.36030465,7470.97956484561,1
426,205262,"182862067235872",Diroighat Block Gaon,Moran,Dibrugarh,Assam,India,Diroighat Block Gaon,,Diroighat Block Gaon,291954,2067,286,18,"291954",0.78841312,Village,Rural,998827.587318152,5101.80220387201,1
427,205287,"182862069235617",Disam Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Disam Chah Bagicha,,Disam Chah Bagicha,292361,2069,286,18,"292361",2.52977855,Village,Rural,3213411.36569269,7273.22450439353,
428,205229,"182862069235630",Disam Chah Bagicha Disang Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Disam Chah Bagicha (Disang Chah Bagicha),,Disam Chah Bagicha (Disang Chah Bagicha),292358,2069,286,18,"292358",3.01973941,Village,Rural,3836314.10194396,9508.10733709941,
429,205436,"182862068235489",Disang,Tingkhong,Dibrugarh,Assam,India,Disang,,Disang,292017,2068,286,18,"292017",2.32969411,Village,Rural,2962277.49825625,7550.64526675379,
430,206332,"182862068235481",Disang Borbil,Tingkhong,Dibrugarh,Assam,India,Disang Borbil,,Disang Borbil,292016,2068,286,18,"292016",1.24830255,Village,Rural,1586937.08297923,5372.65967396519,
431,210348,"182862069235702",Disang Kinar,Naharkatiya,Dibrugarh,Assam,India,Disang Kinar No.2,,Disang Kinar,292237,2069,286,18,"292237",1.70654642,Village,Rural,2170312.70205534,7068.14051762388,
432,210894,"182862069235701",Disang Kinar,Tingkhong,Dibrugarh,Assam,India,Disang Kinar No.1,,Disang Kinar,292236,2068,286,18,"292236",2.0935212,Village,Rural,2661996.22088773,10789.8019513037,
433,205420,"182862069235618",Disang Kinar Bangali,Naharkatiya,Dibrugarh,Assam,India,Disang Kinar Bangali,,Disang Kinar Bangali,292297,2069,286,18,"292297",1.20823239,Village,Rural,1534988.43393481,5760.10254380828,
434,206447,"182862069235560",Disang Kinar Bangali,Naharkatiya,Dibrugarh,Assam,India,Disang Kinar Bangali,,Disang Kinar Bangali,292407,2069,286,18,"292407",1.64033107,Village,Rural,2082043.93384698,6352.00669957908,
435,206532,"182862069235631",Disang Kiner,Naharkatiya,Dibrugarh,Assam,India,Disang Kiner,,Disang Kiner,292359,2069,286,18,"292359",1.00310342,Village,Rural,1274239.83688324,6240.62645542625,
436,206730,"182862067235733",Domardalang,Moran,Dibrugarh,Assam,India,Domardalang No.1,,Domardalang,292001,2067,286,18,"292001",0.87618293,Village,Rural,1112354.61415921,4678.17082590864,1
437,211538,"182862067235789",Domordalang,Moran,Dibrugarh,Assam,India,Domordalang,,Domordalang,291895,2067,286,18,"291895",0.98008228,Village,Rural,1244489.9988703,4639.18117876172,1
438,210868,"182862067235782",Domordalang No 3,Moran,Dibrugarh,Assam,India,Domordalang No.3,,Domordalang,291886,2067,286,18,"291886",1.92854593,Village,Rural,2449547.1862968,6316.76201224045,1
439,211620,"182862067235732",Domradalang,Moran,Dibrugarh,Assam,India,Domradalang No.4,,Domradalang,292000,2067,286,18,"292000",0.16581255,Village,Rural,210490.329607186,1942.67274234708,1
440,205396,"182862069235550",Dowania Gaon,Naharkatiya,Dibrugarh,Assam,India,Dowania Gaon No.1,,Dowania Gaon,292409,2069,286,18,"292409",3.78553325,Village,Rural,4804233.28281442,10118.553971105,
441,205177,"182862066235270",Dulia,Tengakhat,Dibrugarh,Assam,India,1 No. Dulia,,Dulia,291583,2066,286,18,"291583",2.18336769,Village,Rural,2778525.7855281,8092.77000443786,
442,205382,"182862067235802",Duliabam Block,Moran,Dibrugarh,Assam,India,Duliabam Block,,Duliabam Block,291764,2067,286,18,"291764",2.29025611,Village,Rural,2910446.22972941,7807.52323534251,1
443,210527,"182862067235818",Duliabam Bongali,Moran,Dibrugarh,Assam,India,Duliabam Bongali,,Duliabam Bongali,291766,2067,286,18,"291766",0.64790042,Village,Rural,823241.189499589,4931.7006650444,1
444,206641,"182862067235801",Duliabam Gaon,Moran,Dibrugarh,Assam,India,Duliabam Gaon,,Duliabam Gaon,291765,2067,286,18,"291765",0.75912486,Village,Rural,964630.314900469,4933.11195727751,1
445,205135,"182862063234789",Dulia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dulia Gaon,,Dulia Gaon,291144,2063,286,18,"291144",2.45406871,Village,Rural,3126111.22264666,8840.21721084984,1
446,205448,"182862066235261",Duliajan No 1,Tengakhat,Dibrugarh,Assam,India,Duliajan No.1,,Duliajan,291515,2066,286,18,"291515",2.00325032,Village,Rural,2550583.75674761,8093.92118981278,
447,211507,"182862066235264",Duliajan No 2,Tengakhat,Dibrugarh,Assam,India,Duliajan No.2,,Duliajan,291518,2066,286,18,"291518",0.38853047,Village,Rural,494576.076107732,3212.81562749554,
448,206687,"182862066235272",Duliajan Oil Town CT,Tengakhat,Dibrugarh,Assam,India,Duliajan Oil Town (CT),,Duliajan Oil Town (CT),291703,2066,286,18,"291703",3.57884127,Town,Urban,4555060.7803789,11091.7558172672,
449,205065,"182862067235820",Dulia Lahowal Gaon,Moran,Dibrugarh,Assam,India,Dulia Lahowal Gaon,,Dulia Lahowal Gaon,291767,2067,286,18,"291767",1.58964628,Village,Rural,2019778.17318754,5618.82438304471,1
450,205500,"182862063234777",Dulia Mahorani Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dulia Mahorani Gaon,,Dulia Mahorani Gaon,291145,2063,286,18,"291145",1.24186525,Village,Rural,1581807.36709857,7049.33709220279,1
451,205195,"182862069235570",Duwara Pather Gaon,Naharkatiya,Dibrugarh,Assam,India,Duwara Pather Gaon,,Duwara Pather Gaon,292390,2069,286,18,"292390",1.20687269,Village,Rural,1533096.53772101,5872.73835294927,
452,212357,"182862064234885",Ekoratoli Binoigutia,Dibrugarh East,Dibrugarh,Assam,India,Ekoratoli Binoigutia,,Ekoratoli Binoigutia,291295,2064,286,18,"291295",1.75582273,Village,Rural,2239033.36341491,8294.0111779942,
453,206769,"182862064234887",Ekoratoli Chiristian,Dibrugarh East,Dibrugarh,Assam,India,Ekoratoli Chiristian,,Ekoratoli Chiristian,291294,2064,286,18,"291294",2.38965555,Village,Rural,3047255.1311888,7424.76127122946,
454,212535,"182862067235762",Erameslow 2,Moran,Dibrugarh,Assam,India,Erameslow - 2,,Erameslow,291754,2067,286,18,"291754",0.67009374,Village,Rural,852515.529119376,3764.34394272646,1
455,210876,"182862067235768",Erameslow 3,Moran,Dibrugarh,Assam,India,Erameslow - 3,,Erameslow,291755,2067,286,18,"291755",1.23649457,Village,Rural,1572618.62018337,5414.62991268365,
456,212542,"182862067235763",Erameslow No 1,Moran,Dibrugarh,Assam,India,Erameslow No.1,,Erameslow,291748,2067,286,18,"291748",0.1793489,Village,Rural,228093.441503308,2077.74896879272,
457,206421,"182862066235293",Erapather,Tengakhat,Dibrugarh,Assam,India,Erapather,,Erapather,291690,2066,286,18,"291690",0.58399819,Village,Rural,742708.553439555,3743.28414322178,
458,206664,"182862069235584",Fakial,Naharkatiya,Dibrugarh,Assam,India,Fakial,,Fakial,292344,2069,286,18,"292344",1.98288624,Village,Rural,2520079.52041286,7617.24163857717,
459,206661,"182862069235571",Faltutola Gaon,Naharkatiya,Dibrugarh,Assam,India,Faltutola Gaon,,Faltutola Gaon,292342,2069,286,18,"292342",2.35379309,Village,Rural,2991035.81224159,7338.35185461344,
460,206431,"182862067235851",Fatikacua Abhaipuria Gaon,Moran,Dibrugarh,Assam,India,Fatikacua Abhaipuria Gaon,,Fatikacua Abhaipuria Gaon,291995,2067,286,18,"291995",1.75207237,Village,Rural,2223542.07292909,7142.87233575224,1
461,210860,"182862067235853",Fatikacua Ahom Gaon,Moran,Dibrugarh,Assam,India,Fatikacua Ahom Gaon,,Fatikacua Ahom Gaon,291989,2067,286,18,"291989",0.79026812,Village,Rural,1002927.79082634,4876.32532391411,1
462,206514,"182862067235729",Fatikacua Nepali,Moran,Dibrugarh,Assam,India,Fatikacua Nepali,,Fatikacua Nepali,291997,2067,286,18,"291997",1.97293237,Village,Rural,2504100.79898816,9361.96203289462,1
463,211474,"182862063234708",F C Grant,Dibrugarh West,Dibrugarh,Assam,India,53 No-F.C. Grant,,F.C. Grant,291216,2063,286,18,"291216",0.51286924,Village,Rural,652163.159851482,3659.9572459598,0.973529411808533
464,206317,"182862066235134",Fekela Bangali,Tengakhat,Dibrugarh,Assam,India,Fekela Bangali,,Fekela Bangali,291698,2066,286,18,"291698",0.83795432,Village,Rural,1065392.13743829,4471.30991034551,
465,206681,"182862066235133",Fekelajan,Tengakhat,Dibrugarh,Assam,India,Fekelajan,,Fekelajan,291697,2066,286,18,"291697",0.34563155,Village,Rural,439470.140795869,4040.81352420828,
466,206393,"182862064234940",Filnuguri Grant,Dibrugarh East,Dibrugarh,Assam,India,Filnuguri Grant 4/152,,Filnuguri Grant,291270,2064,286,18,"291270",4.6261752,Village,Rural,5903234.0166001,10565.9717773215,0.995477386942161
467,206441,"182862064234880",F S Grant Chenglijan,Dibrugarh East,Dibrugarh,Assam,India,26 No.F.S. Grant (Chenglijan),,F.S. Grant (Chenglijan),291325,2064,286,18,"291325",2.46868446,Village,Rural,3144867.55435587,6865.08315638648,
468,205365,"182862063234819",Gabharujan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Gabharujan Gaon,,Gabharujan Gaon,291074,2063,286,18,"291074",1.24544098,Village,Rural,1586014.78309674,5164.52582701519,1
469,210338,"182862064234950",Gaghuli,Dibrugarh East,Dibrugarh,Assam,India,Nogaghuli 16/177 Orr,,Gaghuli,291272,2064,286,18,"291272",1.31625261,Village,Rural,1680071.6152669,5438.75715228838,0.940000000099341
470,206629,"182862069235593",Galaibangali,Naharkatiya,Dibrugarh,Assam,India,Galaibangali,,Galaibangali,292406,2069,286,18,"292406",1.71210291,Village,Rural,2173612.42815274,7126.54143562291,
471,206494,"182862066235223",Gandhia,Tengakhat,Dibrugarh,Assam,India,Gandhia,,Gandhia,291485,2066,286,18,"291485",2.12154565,Village,Rural,2701803.24729315,7076.01408410379,
472,206600,"182862068235473",Gandhia No 1,Tingkhong,Dibrugarh,Assam,India,Gandhia No.1,,Gandhia,292036,2068,286,18,"292036",1.48564537,Village,Rural,1888405.54826613,6553.06614391486,
473,206657,"182862068235474",Gandhia No 2,Tingkhong,Dibrugarh,Assam,India,Gandhia No.2,,Gandhia,292037,2068,286,18,"292037",2.07913145,Village,Rural,2642424.65089953,8712.27066813943,
474,209891,"182862068235359",Garakoni,Tingkhong,Dibrugarh,Assam,India,Garakoni No.3,,Garakoni,292132,2068,286,18,"292132",0.74679066,Village,Rural,947712.963287059,5437.82981113225,
475,205352,"182862065235051",Garapara Konwar,Chabua,Dibrugarh,Assam,India,Garapara Konwar,,Garapara Konwar,291368,2065,286,18,"291368",2.04342595,Village,Rural,2608719.09771816,6838.17477441342,
476,205121,"182862068235344",Garchinga Gorginga,Tingkhong,Dibrugarh,Assam,India,Garchinga (Gorginga),,Garchinga (Gorginga),292187,2068,286,18,"292187",2.01706612,Village,Rural,2557972.79196995,8411.79935489822,
477,206358,"182862068235518",Garguri Chaudang Garguri,Tingkhong,Dibrugarh,Assam,India,Garguri Chaudang No.1(Garguri),,Garguri Chaudang(Garguri),292057,2068,286,18,"292057",1.9794147,Village,Rural,2513483.71665204,7594.95578451756,
478,206461,"182862068235515",Garguri Choudang,Tingkhong,Dibrugarh,Assam,India,Garguri Choudang No.2,,Garguri Choudang,292149,2068,286,18,"292149",1.1548049,Village,Rural,1466282.57452252,6022.95995033152,
479,205159,"182862069235573",Gariabam,Naharkatiya,Dibrugarh,Assam,India,Gariabam,,Gariabam,292332,2069,286,18,"292332",2.77415527,Village,Rural,3526471.09193842,8907.38601699081,
480,206632,"182862069235562",Gariabam Gaon,Naharkatiya,Dibrugarh,Assam,India,Gariabam Gaon,,Gariabam Gaon,292405,2069,286,18,"292405",2.50711703,Village,Rural,3182833.08905275,7109.29021032398,
